County,population_primary_2012,population_general_2012,population_midterm_2014,population_primary_2016,population_general_2016,population_midterm_2018,population_primary_2020,population_general_2020,registration_primary_2012,registration_general_2012,registration_midterm_2014,registration_primary_2016,registration_general_2016,registration_midterm_2018,registration_primary_2020,registration_general_2020,registration_midterm_2022,turnout_primary_2012,turnout_general_2012,turnout_midterm_2014,turnout_primary_2016,turnout_general_2016,turnout_midterm_2018,turnout_primary_2020,turnout_general_2020,turnout_midterm_2022,TOrate_primary_2012,TOrate_general_2012,TOrate_midterm_2014,TOrate_primary_2016,TOrate_general_2016,TOrate_midterm_2018,TOrate_primary_2020,TOrate_general_2020,TOrate_midterm_2022,,,growth_r_g_2012_2016,growth_r_g_2012_2020,growth_r_g_2016_2020,growth_r_p_2012_2016,growth_r_p_2012_2020,growth_r_p_2016_2020,growth_r_m_2014_2018,growth_r_m_2014_2022,growth_r_m_2018_2022,growth_t_g_2012_2016,growth_t_g_2012_2020,growth_t_g_2016_2020,growth_t_p_2012_2016,growth_t_p_2012_2020,growth_t_p_2016_2020,growth_t_m_2014_2018,growth_t_m_2014_2022,growth_t_m_2018_2022
Swisher,7854,7854,7854,7854,7854,7854,7854,7854,4088,4094,4115,4014,4065,3932,3872,3933,3853,640,2275,1462,1144,2209,1923,1225,2365,1680,0.156555773,0.555691255,0.355285541,0.285002491,0.543419434,,,,,,,-0.708353688,-3.93258427,-3.247232472,-1.810176125,-5.283757339,-3.537618336,-4.447144593,-6.366950182,-2.009155646,-2.901098901,3.956043956,7.062019013,78.75,91.40625,7.08041958,31.53214774,14.91108071,-12.63650546
Tarrant,1809034,1809034,1809034,1809034,1809034,1809034,1809034,1809034,882210,905526,1001280,1047955,1078221,1131775,1163058,1216336,1262355,119160,610997,373131,318441,669088,628150,282022,834829,593172,0.135069881,0.674742636,0.372654003,0.303868964,0.620548107,,,,,,,19.07123594,34.32369695,12.80952606,18.7874769,31.8345972,10.98358231,13.03281799,26.07412512,11.53762895,9.507575324,36.63389509,24.77118107,167.2381672,136.6750587,-11.43665546,68.34570164,58.97151403,-5.568415187
Taylor,131506,131506,131506,131506,131506,131506,131506,131506,72364,73152,75871,75535,78601,79624,80012,83532,86071,11781,43966,23779,25590,46874,41091,21038,55397,39539,0.162801946,0.601022528,0.313413557,0.338783345,0.596353736,,,,,,,7.448873578,14.18963255,6.273457081,4.382013156,10.56879111,5.927053684,4.946554019,13.44387184,8.096804983,6.614201883,25.99963608,18.1827879,117.2141584,78.57567269,-17.78819852,72.80373439,66.27696707,-3.776982794
Terrell,984,984,984,984,984,984,984,984,888,871,822,698,700,691,672,672,629,297,592,423,297,439,489,264,460,426,0.334459459,0.67967853,0.51459854,0.425501433,0.627142857,,,,,,,-19.6326062,-22.84730195,-4,-21.3963964,-24.32432432,-3.724928367,-15.93673966,-23.47931873,-8.972503618,-25.84459459,-22.2972973,4.783599089,0,-11.11111111,-11.11111111,15.60283688,0.709219858,-12.88343558
Terry,12651,12651,12651,12651,12651,12651,12651,12651,7148,7157,7183,6917,6989,6599,6469,6570,6355,1638,3707,2293,2062,3355,2814,2049,3612,2638,0.229155008,0.51795445,0.31922595,0.298106115,0.480040063,,,,,,,-2.347352243,-8.201760514,-5.995135212,-3.231673195,-9.499160604,-6.476796299,-8.130307671,-11.52721704,-3.697529929,-9.495548961,-2.56271918,7.660208644,25.88522589,25.09157509,-0.630455868,22.72132577,15.04579154,-6.254442075
Throckmorton,1641,1641,1641,1641,1641,1641,1641,1641,1222,1278,1296,1222,1230,1221,1149,1206,1214,747,813,535,469,808,713,430,894,669,0.611292962,0.636150235,0.412808642,0.383797054,0.656910569,,,,,,,-3.755868545,-5.633802817,-1.951219512,0,-5.973813421,-5.973813421,-5.787037037,-6.327160494,-0.573300573,-0.61500615,9.963099631,10.64356436,-37.21552878,-42.43641232,-8.315565032,33.27102804,25.04672897,-6.171107994
Titus,32334,32334,32334,32334,32334,32334,32334,32334,15334,15458,15997,16126,16603,16969,17300,17595,17776,2149,8824,5158,5182,9419,8007,4929,10541,7347,0.140146081,0.570837107,0.322435457,0.321344413,0.567307113,,,,,,,7.40716781,13.82455686,5.974823827,5.164992826,12.82118169,7.280168672,6.076139276,11.12083516,4.755731039,6.742973708,19.45829556,11.91209258,141.1354118,129.3624942,-4.882284832,55.23458705,42.43892982,-8.242787561
Tom Green,110224,110224,110224,110224,110224,110224,110224,110224,59338,59909,61754,61730,64564,66564,67537,69919,71021,9810,36720,18540,19682,38483,34692,20062,45096,31858,0.165324076,0.61292961,0.300223467,0.31884011,0.596044235,,,,,,,7.770118012,16.70867482,8.294095781,4.031143618,13.81745256,9.407095416,7.788969136,15.00631538,6.69581155,4.801198257,22.81045752,17.18421121,100.6320082,104.5056065,1.9306981,87.1197411,71.83387271,-8.169030324
Travis,1024266,1024266,1024266,1024266,1024266,1024266,1024266,1024266,587732,600578,657839,680312,726660,785532,823623,859748,886056,83176,387068,269948,228976,468746,484221,268868,612696,464186,0.141520285,0.644492472,0.410355725,0.336574983,0.645069221,,,,,,,20.99344298,43.15342886,18.31503041,15.75207748,40.1358102,21.06548172,19.4109805,34.6919231,12.79693252,21.10171856,58.29156634,30.70959539,175.2909493,223.2518996,17.42191321,79.37565753,71.95385778,-4.137573546
Trinity,14585,14585,14585,14585,14585,14585,14585,14585,11464,11509,11046,11370,11586,11400,11176,11504,11647,2319,6236,3896,3960,5965,5179,3956,6939,5351,0.202285415,0.541836823,0.352706862,0.34828496,0.514845503,,,,,,,0.66904162,-0.043444261,-0.707750734,-0.81995813,-2.512212142,-1.706244503,3.204780011,5.440883578,2.166666667,-4.345734445,11.27325208,16.3285834,70.76326003,70.59077188,-0.101010101,32.9312115,37.34599589,3.32110446
Tyler,21766,21766,21766,21766,21766,21766,21766,21766,12538,12657,13252,13081,13494,13663,14069,14529,14508,4144,7705,4816,4947,8089,7169,4993,9707,7242,0.330515234,0.608754049,0.363416843,0.378182096,0.599451608,,,,,,,6.612941455,14.79023465,7.670075589,4.330834264,12.21087893,7.552939378,3.101418654,9.477814669,6.184586108,4.983776768,25.98312784,20.00247249,19.37741313,20.48745174,0.929856479,48.85797342,50.37375415,1.01827312
Upshur,39309,39309,39309,39309,39309,39309,39309,39309,25986,26241,26393,27018,27915,27431,27679,28541,28945,6143,15233,8893,9654,16286,14125,7646,18978,14280,0.236396521,0.580503792,0.336945402,0.357317344,0.583413935,,,,,,,6.379330056,8.764909874,2.242521942,3.971369199,6.515046564,2.446517137,3.932860986,9.669230478,5.519302978,6.912623909,24.58478304,16.52953457,57.15448478,24.46687286,-20.79966853,58.83278983,60.57573372,1.097345133
Upton,3355,3355,3355,3355,3355,3355,3355,3355,2103,2125,2188,2210,2244,2114,2153,2194,2152,540,1343,670,824,1349,1032,738,1362,1087,0.256776034,0.632,0.306215722,0.372850679,0.601158645,,,,,,,5.6,3.247058824,-2.228163993,5.087969567,2.377555873,-2.57918552,-3.382084095,-1.645338208,1.797540208,0.446760983,1.414743112,0.963676798,52.59259259,36.66666667,-10.4368932,54.02985075,62.23880597,5.329457364
Uvalde,26405,26405,26405,26405,26405,26405,26405,26405,15702,15807,16292,16251,16843,17043,16942,17340,17485,3426,8435,5209,5066,9106,8017,5167,10344,8025,0.218188766,0.533624344,0.319727474,0.311734662,0.540640028,,,,,,,6.554058329,9.698234959,2.95078074,3.496369889,7.897083174,4.252046028,4.609624356,7.322612325,2.593440122,7.954949615,22.63189093,13.59543158,47.86923526,50.81727963,1.993683379,53.90669994,54.06028028,0.099787951
Val Verde,48879,48879,48879,48879,48879,48879,48879,48879,26782,26841,26475,26505,27707,27944,27989,28939,29308,3553,12210,7116,5293,13945,11677,5991,15271,9503,0.132663729,0.454901084,0.26878187,0.19969817,0.503302415,,,,,,,3.226407362,7.816400283,4.446529758,-1.034276753,4.50675827,5.598943596,5.548630784,10.700661,4.881190953,14.20966421,25.06961507,9.508784511,48.97269913,68.61806924,13.18722841,64.09499719,33.54412591,-18.61779567
Van Zandt,52579,52579,52579,52579,52579,52579,52579,52579,32287,32662,34516,34799,36086,37020,37378,39122,39946,8170,19166,12005,12930,21899,17968,12018,25994,20572,0.25304302,0.586798114,0.347809711,0.371562401,0.606855844,,,,,,,10.48313024,19.77833568,8.41323505,7.780221142,15.76795614,7.411132504,7.254606559,15.73183451,7.903835764,14.25962642,35.62558698,18.69948399,58.2619339,47.09914321,-7.053364269,49.67097043,71.36193253,14.49243099
Victoria,86793,86793,86793,86793,86793,86793,86793,86793,49625,50147,51896,52946,54507,55132,55089,56459,56470,10105,29106,17162,15869,31476,27304,15344,34229,25367,0.203627204,0.580413584,0.330699861,0.29972047,0.577467114,,,,,,,8.694438351,12.58699424,3.581191407,6.692191436,11.01057935,4.047520115,6.235548019,8.813781409,2.426902706,8.142651,17.60118189,8.746346423,57.04106878,51.84562098,-3.308337009,59.09567649,47.80911316,-7.094198652
Walker,67861,67861,67861,67861,67861,67861,67861,67861,29359,29148,30307,30673,32519,33266,33710,34844,36042,6402,18804,11477,10725,19955,17855,8181,23658,17394,0.218059198,0.645121449,0.378691391,0.349656049,0.613641256,,,,,,,11.56511596,19.54164951,7.149666349,4.475629279,14.81998706,9.901216053,9.763420992,18.92302108,8.34485661,6.121038077,25.81365667,18.55675269,67.5257732,27.78819119,-23.72027972,55.57201359,51.55528448,-2.581909829
Waller,43205,43205,43205,43205,43205,43205,43205,43205,27973,27987,29962,29913,31131,32566,33548,34986,37633,4394,15930,9147,7839,17092,16636,7848,22680,16768,0.157080041,0.56919284,0.305286696,0.262059974,0.549034724,,,,,,,11.23378712,25.00803945,12.38315505,6.935259,19.92993243,12.1519072,8.691008611,25.60242974,15.55917214,7.294413057,42.37288136,32.69365785,78.40236686,78.60719162,0.114810563,81.87383842,83.31693451,0.793459966
Ward,10658,10658,10658,10658,10658,10658,10658,10658,6021,6020,6318,6303,6476,6477,6651,6861,6913,826,3245,1986,1943,3443,2931,1868,4094,2535,0.137186514,0.539036545,0.314339981,0.308265905,0.531655343,,,,,,,7.574750831,13.97009967,5.945027795,4.683607374,10.46337818,5.52118039,2.516619183,9.417537195,6.731511502,6.101694915,26.1633282,18.90792913,135.2300242,126.1501211,-3.860010293,47.58308157,27.64350453,-13.51074719
Washington,33718,33718,33718,33718,33718,33718,33718,33718,21960,22007,22251,22214,22947,23089,23285,23884,24626,6441,14472,9063,7860,15000,13563,6734,17541,14130,0.293306011,0.657608943,0.407307537,0.353830917,0.65368022,,,,,,,4.271368201,8.529104376,4.083322439,1.156648452,6.033697632,4.821283875,3.766122871,10.67367759,6.656849582,3.648424544,21.20646766,16.94,22.03074057,4.548983077,-14.32569975,49.65243297,55.90863952,4.180491042
Webb,250304,250304,250304,250304,250304,250304,250304,250304,102410,105084,116048,119229,123460,130721,135089,137672,143099,25413,49816,27440,31858,57603,49390,32171,69436,46002,0.248149595,0.474058848,0.236453881,0.267200094,0.466572169,,,,,,,17.48696281,31.01138137,11.5114207,16.42320086,31.90996973,13.30213287,12.64390597,23.31018199,9.46902181,15.63152401,39.38493657,20.54233286,25.36103569,26.59268878,0.982484776,79.99271137,67.64577259,-6.859688196
Wharton,41280,41280,41280,41280,41280,41280,41280,41280,24129,24162,24671,24623,25203,25017,25103,25616,25880,5347,14212,8404,8069,14871,13002,8663,16843,12212,0.221600564,0.588196341,0.34064286,0.327701742,0.590048804,,,,,,,4.308418177,6.017713765,1.638693806,2.04732894,4.036636413,1.949396905,1.402456325,4.900490454,3.449654235,4.636926541,18.51252463,13.26070876,50.90705068,62.01608379,7.361507002,54.71204188,45.31175631,-6.075988309
Wheeler,5410,5410,5410,5410,5410,5410,5410,5410,3473,3460,3476,3412,3526,3389,3410,3510,3344,1521,2164,1354,1757,2339,1836,1658,2337,1688,0.437949899,0.625433526,0.389528193,0.514947245,0.663357913,,,,,,,1.907514451,1.445086705,-0.45377198,-1.756406565,-1.813993665,-0.058616647,-2.50287687,-3.797468354,-1.327825317,8.086876155,7.994454713,-0.085506627,15.51610782,9.007232084,-5.634604439,35.59822747,24.6676514,-8.061002179
Wichita,131500,131500,131500,131500,131500,131500,131500,131500,71291,71921,72289,75995,78259,80950,81337,83780,78752,8503,41357,21297,19291,38709,34309,17393,46378,31723,0.119271717,0.575033718,0.294609138,0.253845648,0.494626816,,,,,,,8.81244699,16.48892535,7.054779642,6.598308342,14.09154031,7.02940983,11.98107596,8.940502704,-2.715256331,-6.402785502,12.14062916,19.81193004,126.8728684,104.5513348,-9.838784926,61.0978072,48.95525191,-7.537380862
Wilbarger,13535,13535,13535,13535,13535,13535,13535,13535,7854,7835,7952,7878,8074,8080,8256,8171,8358,932,4189,2751,2594,4105,3457,2611,4524,3207,0.118665648,0.534652202,0.345950704,0.329271389,0.508422096,,,,,,,3.050414805,4.288449266,1.201387169,0.305576776,5.118411001,4.798172125,1.609657948,5.105633803,3.440594059,-2.00525185,7.997135354,10.20706456,178.3261803,180.1502146,0.65535852,25.66339513,16.57579062,-7.231703789
Willacy,22134,22134,22134,22134,22134,22134,22134,22134,11075,11111,11557,11877,12305,12405,12577,12790,11723,3302,5147,2239,3735,5144,4403,3506,5615,3840,0.298148984,0.463234632,0.193735398,0.314473352,0.418041447,,,,,,,10.74610746,15.11115111,3.9414872,7.241534989,13.56207675,5.893744212,7.337544345,1.436358917,-5.497783152,-0.05828638,9.092675345,9.1562986,13.11326469,6.178073895,-6.131191432,96.65029031,71.50513622,-12.78673632
Williamson,422679,422679,422679,422679,422679,422679,422679,422679,237333,243996,272566,285104,300180,334440,353153,384723,415766,36390,165106,104425,98880,205862,209257,105361,287506,226679,0.153328867,0.676675027,0.383118217,0.346820809,0.68579519,,,,,,,23.02660699,57.67594551,28.16410154,20.12825861,48.80063034,23.86813233,22.70055693,52.53773398,24.31706734,24.68474798,74.13419258,39.65957778,171.7230008,189.5328387,6.554409385,100.3897534,117.0734977,8.32564741
Wilson,42918,42918,42918,42918,42918,42918,42918,42918,26745,27041,28851,29399,31207,32548,33308,34990,37008,4060,17229,10434,10166,19476,17722,9393,25032,19621,0.151804076,0.637143597,0.361651243,0.345794075,0.624090749,,,,,,,15.40623498,29.39610222,12.12228026,9.923350159,24.5391662,13.29637062,12.8141139,28.27285016,13.70283888,13.04196413,45.28991816,28.52741836,150.3940887,131.3546798,-7.603777297,69.84857198,88.04868698,10.71549487
Winkler,7110,7110,7110,7110,7110,7110,7110,7110,3489,3496,3693,3708,3815,3851,3875,4010,3989,473,1745,985,1274,1881,1458,800,2126,1335,0.135568931,0.499141876,0.266720823,0.343581446,0.493053735,,,,,,,9.124713959,14.70251716,5.111402359,6.276870163,11.06334193,4.50377562,4.278364473,8.015163823,3.583484809,7.793696275,21.83381089,13.02498671,169.3446089,69.13319239,-37.20565149,48.02030457,35.53299492,-8.436213992
Wise,59127,59127,59127,59127,59127,59127,59127,59127,34710,34966,36382,36900,39119,41521,42962,45565,49902,5148,21106,12764,12438,25181,23312,12004,32477,25893,0.148314607,0.60361494,0.350832829,0.337073171,0.643702549,,,,,,,11.87725219,30.31230338,16.47792633,6.309420916,23.77412849,16.42818428,14.12511682,37.16123358,20.18496664,19.30730598,53.87567516,28.9742266,141.6083916,133.1779332,-3.489306963,82.63867126,102.8596051,11.07155113
Wood,41964,41964,41964,41964,41964,41964,41964,41964,26317,26467,27657,28111,29126,29817,30802,32305,32805,7668,17581,11321,11854,18730,16887,11000,22780,18173,0.291370597,0.664261155,0.409335792,0.421685461,0.643068049,,,,,,,10.04647297,22.0576567,10.91464671,6.816886423,17.04221606,9.57276511,7.809957696,18.61373251,10.02112889,6.535464422,29.57169672,21.6230646,54.590506,43.45331247,-7.204319217,49.16526809,60.52468863,7.615325398
Yoakum,7879,7879,7879,7879,7879,7879,7879,7879,3853,3855,3968,4109,4169,4228,4315,4391,4260,1099,2129,1152,1583,2326,1912,1114,2642,1640,0.285232287,0.55226978,0.290322581,0.385251886,0.557927561,,,,,,,8.145265888,13.90402075,5.32501799,6.644173371,11.99065663,5.013385252,6.552419355,7.358870968,0.756859035,9.253170503,24.09581963,13.5855546,44.0400364,1.364877161,-29.62728996,65.97222222,42.36111111,-14.22594142
Young,18550,18550,18550,18550,18550,18550,18550,18550,11127,11279,11673,11629,11761,11777,11612,11710,11895,2914,7506,5417,4559,7900,6439,4195,8297,6223,0.261885504,0.665484529,0.464062366,0.392037149,0.671711589,,,,,,,4.273428495,3.82126075,-0.433636596,4.511548486,4.358766963,-0.146186258,0.890944916,1.901824724,1.001952959,5.249134026,10.53823608,5.025316456,56.4516129,43.96019218,-7.984207063,18.86653129,14.87908436,-3.354558161
Zapata,14018,14018,14018,14018,14018,14018,14018,14018,7332,7329,7445,7601,7645,7556,7931,8248,7863,2869,3642,1182,4058,3194,2223,3994,3878,3472,0.391298418,0.496930004,0.158764271,0.533877121,0.417789405,,,,,,,4.311638696,12.53922773,7.887508175,3.668848882,8.169667212,4.341534009,1.490933512,5.61450638,4.062996294,-12.30093355,6.479956068,21.41515341,41.4430115,39.21226908,-1.577131592,88.07106599,193.7394247,56.18533513
Zavala,11677,11677,11677,11677,11677,11677,11677,11677,8302,8468,8737,8609,8602,8146,8068,8049,7819,2945,3653,1488,2100,3390,2917,3020,4463,2532,0.354733799,0.431388758,0.170310175,0.24393077,0.394094397,,,,,,,1.582427964,-4.948039679,-6.428737503,3.697904119,-2.818597928,-6.284121268,-6.764335584,-10.50703903,-4.014240118,-7.199562004,22.17355598,31.6519174,-28.69269949,2.546689304,43.80952381,96.03494624,70.16129032,-13.1984916
